actor_id,movie_id
6968,512
6968,1124
6968,1381
6968,2080
6968,11232
6968,11619
6968,6972
6968,7092
6968,7131
6968,9705
6968,27074
6968,12658
6968,13018
6968,9836
6968,36657
6968,36658
6968,36668
6968,14775
6968,212879
6968,38931
6968,39254
6968,68044
6968,49538
6968,81188
6968,82695
6968,84242
6968,75301
6968,85088
6968,58882
6968,87818
6968,79697
6968,936992
6968,127585
6968,146233
6968,1161335
6968,703398
6968,213807
6968,70545
6968,263115
6968,266647
6968,76170
6968,79242
6968,198184
6968,301959
6968,181533
6968,316029
6968,319888
6968,308369
6968,342493
6968,357068
6968,79583
6968,1284465
6968,378386
6968,228088
6968,1301421
6968,246655
6968,1318680
6968,1320721
6968,533535
6968,1335177
6968,447117
6968,447133
6968,447147
6968,447158
6968,476764
6968,238478
6968,458253
6968,525228
6968,530723
6968,566838
6968,196241
6968,579047
6968,396567
6968,685931
6968,447399
6968,559798
6968,806368
6968,550988
6968,712591
6968,1371185
6968,305091
6968,1386628
6968,1090870
6968,1412500
6968,1412534
6968,350675
6968,1422711
6968,1458039
6968,1477506
6968,1480034
6968,938926
6968,1353408
6968,126314
6968,1493380
6968,817127
6968,1545240
6968,1403836
192,33
192,70
192,74
192,155
192,186
192,272
192,278
192,310
192,403
192,505
192,872137
192,2043
192,1441
192,1623
192,10027
192,807
192,10562
192,10064
192,2357
192,1947
192,2698
192,10480
192,4614
192,4771
192,30172
192,21052
192,11258
192,22954
192,11560
192,7350
192,357320
192,6171
192,6950
192,31601
192,24271
192,11831
192,8367
192,31679
192,8656
192,12123
192,8909
192,26254
192,9437
192,949439
192,12634
192,9586
192,9665
192,34158
192,13799
192,13823
192,42141
192,14441
192,14313
192,14621
192,14979
192,60631
192,5492
192,61896
192,62837
192,38292
192,64945
192,39514
192,49026
192,921890
192,18989
192,50081
192,71741
192,934641
192,91767
192,935916
192,1134108
192,75612
192,75656
192,937249
192,85088
192,939979
192,87400
192,79893
192,101731
192,1144811
192,104535
192,126286
192,150346
192,113290
192,155060
192,153076
192,367690
192,117263
192,157353
192,1158401
192,136296
192,137093
192,137106
192,173458
192,250155
192,238827
192,240704
192,240832
192,227735
192,227585
192,247426
192,267860
192,269487
192,286521
192,290796
192,290797
192,290809
192,291805
192,302710
192,537745
192,1208125
192,420786
192,271969
192,1128505
192,322525
192,308504
192,244910
192,214756
192,346808
192,347587
192,205989
192,353070
192,1065302
192,295560
192,198228
192,729031
192,1039896
192,558595
192,169173
192,361190
192,961722
192,1242980
192,425274
192,42687
192,33249
192,386089
192,387385
192,398177
192,1291143
192,403579
192,405806
192,1316770
192,1323866
192,426543
192,434667
192,1339213
192,37430
192,107331
192,423204
192,464655
192,25781
192,475970
192,477595
192,529983
192,525638
192,546312
192,312639
192,522931
192,20540
192,613562
192,535845
192,650783
192,208661
192,692293
192,692294
192,701660
192,702920
192,703363
192,54737
192,735814
192,741204
192,774426
192,776526
192,151043
192,694747
192,800787
192,804435
192,484718
192,35684
192,838773
192,844742
192,847253
192,187586
192,862552
192,357321
192,1374855
192,1406326
192,1421243
192,1428853
192,366633
192,1394384
192,1486770
192,1515435
192,1517573
192,1517576
192,405931
192,1667
192,309481
64295,10250
64295,799583
64295,33314
64295,755679
64295,1137888
64295,101299
64295,196235
64295,385687
64295,974036
64295,288171
64295,279096
64295,1021986
64295,1021107
64295,87513
64295,1248226
64295,17927
64295,252838
64295,98566
64295,1265609
64295,308531
64295,410659
64295,381237
64295,532893
64295,553636
64295,608195
64295,609734
64295,57478
64295,791469
64295,1365842
64295,1377237
64295,1485673
64295,1517372
64295,1525983
64295,1541388
2331879,920728
2331879,1289208
1373737,877657
1373737,1088561
1373737,1100099
1373737,936643
1373737,1152711
1373737,693134
1373737,315162
1373737,294741
1373737,986056
1373737,872585
1373737,1041577
1373737,1284571
1373737,410117
1373737,1003598
1373737,1003596
1373737,399035
1373737,445629
1373737,454227
1373737,481375
1373737,513427
1373737,520372
1373737,331482
1373737,530385
1373737,539572
1373737,592747
1373737,497698
1373737,619730
1373737,746358
1373737,776864
1373737,795600
1373737,800787
1373737,823766
1373737,1170608
1373737,1506455
1373737,1566782
1907997,793602
1907997,1075027
1907997,1075046
1907997,1082010
1907997,1106559
1907997,925280
1907997,1016109
1907997,1123516
1907997,937406
1907997,938092
1907997,938090
1907997,938086
1907997,938888
1907997,854670
1907997,900501
1907997,721188
1907997,859214
1907997,948635
1907997,1171624
1907997,932802
1907997,865463
1907997,1180379
1907997,992354
1907997,919602
1907997,917098
1907997,721187
1907997,505283
1907997,954683
1907997,951534
1907997,1015975
1907997,1015971
1907997,1016011
1907997,1016013
1907997,992824
1907997,1016018
1907997,975247
1907997,1016042
1907997,1016036
1907997,1016099
1907997,892222
1907997,1016063
1907997,1016088
1907997,1016103
1907997,436136
1907997,970145
1907997,1016131
1907997,1016128
1907997,936559
1907997,1016166
1907997,1016276
1907997,1016282
1907997,517256
1907997,1016312
1907997,947039
1907997,622668
1907997,924908
1907997,753053
1907997,862772
1907997,721174
1907997,973529
1907997,652843
1907997,544581
1907997,859864
1907997,452251
1907997,499911
1907997,643242
1907997,538751
1907997,1018270
1907997,554447
1907997,508081
1907997,1018337
1907997,1018334
1907997,860419
1907997,1021574
1907997,983294
1907997,1021577
1907997,1223142
1907997,1016781
1907997,1230098
1907997,1231897
1907997,1231924
1907997,1231940
1907997,1225482
1907997,1232226
1907997,1229446
1907997,938091
1907997,1237169
1907997,437542
1907997,1234720
1907997,1236183
1907997,1040763
1907997,995866
1907997,1239122
1907997,1236401
1907997,1234966
1907997,1240346
1907997,1240773
1907997,1240781
1907997,1240815
1907997,1241190
1907997,1241186
1907997,1241612
1907997,1241615
1907997,1241772
1907997,696302
1907997,1245174
1907997,1248394
1907997,1248485
1907997,1248482
1907997,940675
1907997,1252499
1907997,940646
1907997,854658
1907997,1254604
1907997,1268663
1907997,507325
1907997,603921
1907997,704032
1907997,1063583
1907997,698761
1907997,682708
1907997,1074610
1907997,1074636
1907997,1283846
1907997,1285600
1907997,1286262
1907997,1294389
1907997,1299314
1907997,1312005
1907997,1315905
1907997,1316057
1907997,721164
1907997,763633
1907997,471819
1907997,482204
1907997,493125
1907997,490189
1907997,499753
1907997,511642
1907997,511652
1907997,554462
1907997,574939
1907997,596974
1907997,607397
1907997,619433
1907997,647087
1907997,650273
1907997,652628
1907997,651045
1907997,654374
1907997,652836
1907997,653122
1907997,656958
1907997,657654
1907997,660653
1907997,660803
1907997,663172
1907997,664044
1907997,664040
1907997,666950
1907997,671074
1907997,669289
1907997,672722
1907997,677113
1907997,677115
1907997,677118
1907997,673407
1907997,673412
1907997,680331
1907997,685833
1907997,685090
1907997,685092
1907997,688302
1907997,689948
1907997,691655
1907997,692454
1907997,694940
1907997,694939
1907997,697251
1907997,695995
1907997,698779
1907997,698746
1907997,698782
1907997,495112
1907997,573771
1907997,437027
1907997,698818
1907997,455761
1907997,465595
1907997,682908
1907997,643264
1907997,700548
1907997,506491
1907997,684498
1907997,698963
1907997,699134
1907997,699172
1907997,699169
1907997,629792
1907997,450636
1907997,700950
1907997,700958
1907997,700869
1907997,451417
1907997,698009
1907997,643274
1907997,503607
1907997,703498
1907997,452726
1907997,704176
1907997,704180
1907997,505292
1907997,706518
1907997,708990
1907997,398222
1907997,430384
1907997,712338
1907997,456456
1907997,713353
1907997,713607
1907997,715279
1907997,355037
1907997,481994
1907997,716586
1907997,716596
1907997,698343
1907997,500525
1907997,718871
1907997,721084
1907997,720268
1907997,701112
1907997,720716
1907997,725059
1907997,725405
1907997,724109
1907997,727209
1907997,726363
1907997,729106
1907997,729298
1907997,729304
1907997,729307
1907997,729858
1907997,733721
1907997,730849
1907997,734110
1907997,731159
1907997,736091
1907997,723298
1907997,736424
1907997,645705
1907997,498888
1907997,739366
1907997,740269
1907997,740543
1907997,744148
1907997,745323
1907997,748501
1907997,745921
1907997,745916
1907997,745905
1907997,745901
1907997,747358
1907997,747365
1907997,753012
1907997,757764
1907997,773559
1907997,768137
1907997,729097
1907997,810509
1907997,852358
1907997,852319
1907997,852361
1907997,853033
1907997,853282
1907997,853315
1907997,853376
1907997,853696
1907997,860317
1907997,1354959
1907997,1355193
1907997,1387627
1907997,1387628
1907997,1398372
1907997,927611
1907997,963262
1907997,799348
1907997,854684
1907997,1432034
1907997,1432053
1907997,1432046
1907997,861819
1907997,861261
1907997,1460819
1907997,1465984
1907997,1469807
1907997,1470950
1907997,1470964
1907997,1470984
1907997,1470993
1907997,1470995
1907997,1470953
1907997,1474807
1907997,996891
1907997,1503285
1907997,952033
1907997,990377
1907997,943303
1907997,930105
1907997,943315
1907997,919142
1907997,1538261
1907997,1525963
1907997,918769
1907997,1553985
1907997,1554620
117642,873627
117642,1058644
117642,894022
117642,37430
117642,1115030
117642,19084
117642,81759
117642,755679
117642,70074
117642,385687
117642,1115131
117642,298618
117642,1139426
117642,445684
117642,1134978
117642,950640
117642,950387
117642,961924
117642,869618
117642,972235
117642,1168190
117642,1020047
117642,268060
117642,209112
117642,290555
117642,141052
117642,299939
117642,297802
117642,572802
117642,316154
117642,345915
117642,1061321
117642,746036
117642,430264
117642,459910
117642,280217
117642,438631
117642,619297
117642,620492
117642,645487
117642,668461
117642,706607
117642,56427
117642,754452
117642,791373
117642,1403678
117642,1081003
117642,423377
117642,1433330
117642,1170608
117642,1461524
117642,1153576
117642,1492204
117642,956057
117642,1452635
117642,1515139
117642,1532786
1152083,873840
1152083,906404
1152083,149509
1152083,1217281
1152083,120802
1152083,360606
1152083,1299597
1152083,470044
1152083,586458
1152083,612706
1152083,625450
1152083,630566
1152083,702920
1152083,819309
1152083,772272
1152083,1358820
1152083,1032659
1152083,1435698
1152083,1548113
1152083,1503615
1152083,1542287
1152083,1548738
1152083,1579063
1400657,297667
1400657,412991
1400657,1327841
16483,1246
16483,1366
16483,1367
16483,1368
16483,1369
16483,1370
16483,1371
16483,1374
16483,1375
16483,2142
16483,1825
16483,1835
16483,2636
16483,10375
16483,10461
16483,10477
16483,4255
16483,10788
16483,21241
16483,11228
16483,1082956
16483,21610
16483,23916
16483,7555
16483,11890
16483,8916
16483,12279
16483,9482
16483,9739
16483,9350
16483,9618
16483,9972
16483,13282
16483,27578
16483,9874
16483,9691
16483,9876
16483,13437
16483,447365
16483,28932
16483,29332
16483,14576
16483,38317
16483,16551
16483,46122
